SECTION,SCHOOL,COURSE_CODE,SESSION,MIN_UNITS,MAX_UNITS,COURSE_TITLE,MODE,Link,PUBLISH?,START_TIME,END_TIME,DAYS,TOTAL_ENR,MODALITY,INSTRUCTOR_NAME,ASSIGNED_ROOM,TOTAL_ENR,COURSE_DESCRIPTION
14403,BUAD,BAEP-471,1,4,4,Social Innovation Design Lab,C,,Y,10:00,11:50,MW,0,,,JFF417,0,"Introduction to design thinking as applied to innovation and entrepreneurship. Hands-on projects to create solutions to specific societal problems faced by underprivileged communities. Open only to Sophomore, Junior, and Senior students."
14404,BUAD,BAEP-473,1,2,2,Sales Mindset for Entrepreneurs,C,,Y,18:00,19:50,M,0,,,JFF414,0,"The sales planning decisions that entrepreneurs make, including how to accelerate startup revenue, what metrics drive success and how to build great sales teams."
14387,BUAD,BAEP-474,1,2,2,The Entrepreneur's Guide to Intellectual Property,C,,Y,18:00,19:50,T,0,,,JFF414,0,"The fundamentals of intellectual property -- its value, its basic workings, and its role in entrepreneurship, business in general, science, the arts, and the professions."
14406,BUAD,BAEP-475,1,2,2,Entertainment Entrepreneurship,C,,Y,14:00,15:50,M,0,,,JFF416,0,Explore the current entrepreneurial trends and opportunities in the entertainment industry and uncover the key success factors for entrepreneurs in this industry.
14405,BUAD,BAEP-475,1,2,2,Entertainment Entrepreneurship,C,,Y,12:00,13:50,M,0,,,JFF416,0,Explore the current entrepreneurial trends and opportunities in the entertainment industry and uncover the key success factors for entrepreneurs in this industry.
14408,BUAD,BAEP-476,1,2,2,Green Entrepreneurship,C,,Y,16:00,17:50,M,0,,,TBA,0,"Provides future innovators and entrepreneurs with the tools they will need to spot opportunities and design compelling, environmentally friendly product/service offerings."
14379,BUAD,BAEP-477,1,4,4,"Entrepreneurial Imagination: Past, Present and Future",C,,Y,14:00,15:50,TH,0,,,JFF416,0,A case-based study of entrepreneurs and entrepreneurial endeavors over time to understand how the past can inform the successful launch of new ventures.
14410,BUAD,BAEP-496,1,2,2,The Digital Startup Launchpad,C,,Y,18:00,19:50,H,0,,,JFF417,0,"Real-life challenge of imagining, prototyping, testing and iterating, building, pricing, marketing, distributing and selling a digital product or service."
14475,BUAD,BUAD-102,285,2,2,Global Leadership Seminar,C,,N,10:00,11:50,F,0,,"Voigt, Carl, W.",JFFLL125,0,"Colloquium of researchers and industry leaders discussing international business and the challenges faced by leaders in a global environment, with a specific focus on China. Graded CR/NC.  Open by invitation only to freshmen business and accounting majors.  International travel may require additiona"
,,,,,,,,,,,,,,,,,,l fees.
,,,,,,,,,,,,,,,"Plotts, Julia, Gardner",,,
14486,BUAD,BUAD-104,886,2,2,Learning About International Commerce,C,,N,10:00,11:50,F,0,,"Heino, Rebecca",TBA,0,Provides insight into the opportunities and challenges faced by business professionals operating in a global environment by focusing on international cultural norms. Graded CR/NC. Open only to Business and Accounting majors.
14484,BUAD,BUAD-104,886,2,2,Learning About International Commerce,C,,N,10:00,11:50,F,0,,"Brunious, Courtney",TBA,0,Provides insight into the opportunities and challenges faced by business professionals operating in a global environment by focusing on international cultural norms. Graded CR/NC. Open only to Business and Accounting majors.
14488,BUAD,BUAD-104,113,2,2,Learning About International Commerce,C,,N,10:00,11:50,F,0,,"Guo, Yijia",TBA,0,Provides insight into the opportunities and challenges faced by business professionals operating in a global environment by focusing on international cultural norms. Graded CR/NC. Open only to Business and Accounting majors.
14489,BUAD,BUAD-104,886,2,2,Learning About International Commerce,C,,N,10:00,11:50,F,0,,"Simon, Andreas",TBA,0,Provides insight into the opportunities and challenges faced by business professionals operating in a global environment by focusing on international cultural norms. Graded CR/NC. Open only to Business and Accounting majors.
14503,BUAD,BUAD-104,570,2,2,Learning About International Commerce,C,,N,10:00,11:50,F,0,,"Giaquinta, Gerald, J",TBA,0,Provides insight into the opportunities and challenges faced by business professionals operating in a global environment by focusing on international cultural norms. Graded CR/NC. Open only to Business and Accounting majors.
14499,BUAD,BUAD-104,113,2,2,Learning About International Commerce,C,,N,12:00,13:50,F,0,,"Lind, Stephen",TBA,0,Provides insight into the opportunities and challenges faced by business professionals operating in a global environment by focusing on international cultural norms. Graded CR/NC. Open only to Business and Accounting majors.
15120,BUAD,BUAD-105,378,2,2,The Marshall Difference: Human-Centric Problem Solving,C,,Y,13:00,14:50,H,0,,"Ogilvie, Andrew, J",ONLINE,0,Develop problem-solving and thinking skills across disciplines at Marshall by analyzing business problems through the lens of each Marshall emphasis.
14485,BUAD,BUAD-200,1,2,2,Economic Foundations for Business,C,,Y,8:00,9:50,T,0,,"Briggs, Eric",JFF239,0,Examines fundamental concepts of both microeconomics and macroeconomics as they pertain to business and financial decisions. Not available for degree credit to business majors.
14487,BUAD,BUAD-201,1,4,4,Introduction to Business for Non-Majors,C,,Y,16:00,17:50,MW,0,,,JFF416,0,"Introduction to the principles and practices of businesses, sequence of exercises developing the basic skills, and influence of the economy on business and individual decisions. Not available for credit for business or accounting majors."
14553,BUAD,BUAD-206,297,2,2,Transfer International Experience,C,,N,10:00,11:50,F,0,,"Aritz, Jolanta",TBA,0,Experiential study of international business. Analysis of the
,,,,,,,,,,,,,,,,,,impacts of global and international business on an industry.
,,,,,,,,,,,,,,,,,,International travel required. Open only to transfer business and
,,,,,,,,,,,,,,,,,,accounting majors. Graded: C/NC.
,,,,,,,,,,,,,,,,,,
14591,BUAD,BUAD-252,1,2,2,Choosing and Planning a Future Career in Business,C,,Y,12:00,13:50,M,0,,"Ogilvie, Andrew, J",JFF239,0,"Explore and plan for future career choices and options in business. Learn theoretical principles, best practices and strategies, and contemporary workplace issues/trends. Graded CR/NC."
14512,BUAD,BUAD-280,1,3,3,Introduction to Financial Accounting,C,,Y,9:30,10:50,TH,0,,"Wilson Sweeney, Zivia, L.",JFF236,0,Emphasis on understanding financial statements and the impact of business transactions on information presented to management and interested stakeholders.  Duplicates credit in BUAD 305.
14514,BUAD,BUAD-280,1,3,3,Introduction to Financial Accounting,C,,Y,12:30,13:50,TH,0,,"Paranal, Michael",JFF236,0,Emphasis on understanding financial statements and the impact of business transactions on information presented to management and interested stakeholders.  Duplicates credit in BUAD 305.
14510,BUAD,BUAD-280,1,3,3,Introduction to Financial Accounting,C,,Y,15:30,16:50,MW,0,,,JFF233,0,Emphasis on understanding financial statements and the impact of business transactions on information presented to management and interested stakeholders.  Duplicates credit in BUAD 305.
14513,BUAD,BUAD-280,1,3,3,Introduction to Financial Accounting,C,,Y,11:00,12:20,TH,0,,"Wilson Sweeney, Zivia, L.",JFF236,0,Emphasis on understanding financial statements and the impact of business transactions on information presented to management and interested stakeholders.  Duplicates credit in BUAD 305.
14511,BUAD,BUAD-280,1,3,3,Introduction to Financial Accounting,C,,Y,8:00,9:20,TH,0,,"Wilson Sweeney, Zivia, L.",JFF236,0,Emphasis on understanding financial statements and the impact of business transactions on information presented to management and interested stakeholders.  Duplicates credit in BUAD 305.
14515,BUAD,BUAD-280,1,3,3,Introduction to Financial Accounting,C,,Y,14:00,15:20,TH,0,,"Ogneva, Maria",JFF236,0,Emphasis on understanding financial statements and the impact of business transactions on information presented to management and interested stakeholders.  Duplicates credit in BUAD 305.
14508,BUAD,BUAD-280,1,3,3,Introduction to Financial Accounting,C,,Y,12:30,13:50,MW,0,,"Stice-Lawrence, Lorien",JFF241,0,Emphasis on understanding financial statements and the impact of business transactions on information presented to management and interested stakeholders.  Duplicates credit in BUAD 305.
14506,BUAD,BUAD-280,1,3,3,Introduction to Financial Accounting,C,,Y,9:30,10:50,MW,0,,"Stice-Lawrence, Lorien",JFF241,0,Emphasis on understanding financial statements and the impact of business transactions on information presented to management and interested stakeholders.  Duplicates credit in BUAD 305.
14509,BUAD,BUAD-280,1,3,3,Introduction to Financial Accounting,C,,Y,14:00,15:20,MW,0,,,JFF233,0,Emphasis on understanding financial statements and the impact of business transactions on information presented to management and interested stakeholders.  Duplicates credit in BUAD 305.
14505,BUAD,BUAD-280,1,3,3,Introduction to Financial Accounting,C,,Y,15:30,16:50,TH,0,,"Ogneva, Maria",JFF236,0,Emphasis on understanding financial statements and the impact of business transactions on information presented to management and interested stakeholders.  Duplicates credit in BUAD 305.
14507,BUAD,BUAD-280,1,3,3,Introduction to Financial Accounting,C,,Y,11:00,12:20,MW,0,,"Stice-Lawrence, Lorien",JFF241,0,Emphasis on understanding financial statements and the impact of business transactions on information presented to management and interested stakeholders.  Duplicates credit in BUAD 305.
14527,BUAD,BUAD-281,1,3,3,Introduction to Managerial Accounting,C,,Y,9:30,10:50,TH,0,,"Roman, Francisco, J.",JFF233,0,"An emphasis on how accounting information, combined with a variety of techniques and best practices, supports enhanced management decision making. Duplicates credit in BUAD 305."
14523,BUAD,BUAD-281,1,3,3,Introduction to Managerial Accounting,C,,Y,12:30,13:50,MW,0,,"Layton, Rose, M.",ACC310,0,"An emphasis on how accounting information, combined with a variety of techniques and best practices, supports enhanced management decision making. Duplicates credit in BUAD 305."
14525,BUAD,BUAD-281,1,3,3,Introduction to Managerial Accounting,C,,Y,15:30,16:50,MW,0,,"Layton, Rose, M.",ACC201,0,"An emphasis on how accounting information, combined with a variety of techniques and best practices, supports enhanced management decision making. Duplicates credit in BUAD 305."
14529,BUAD,BUAD-281,1,3,3,Introduction to Managerial Accounting,C,,Y,12:30,13:50,TH,0,,"Roman, Francisco, J.",JFF233,0,"An emphasis on how accounting information, combined with a variety of techniques and best practices, supports enhanced management decision making. Duplicates credit in BUAD 305."
14521,BUAD,BUAD-281,1,3,3,Introduction to Managerial Accounting,C,,Y,9:30,10:50,MW,0,,"Braunegg, George",ACC310,0,"An emphasis on how accounting information, combined with a variety of techniques and best practices, supports enhanced management decision making. Duplicates credit in BUAD 305."
14528,BUAD,BUAD-281,1,3,3,Introduction to Managerial Accounting,C,,Y,11:00,12:20,TH,0,,"Li, Shelley",JFF233,0,"An emphasis on how accounting information, combined with a variety of techniques and best practices, supports enhanced management decision making. Duplicates credit in BUAD 305."
14531,BUAD,BUAD-281,1,3,3,Introduction to Managerial Accounting,C,,Y,15:30,16:50,TH,0,,"Li, Shelley",JFF233,0,"An emphasis on how accounting information, combined with a variety of techniques and best practices, supports enhanced management decision making. Duplicates credit in BUAD 305."
14524,BUAD,BUAD-281,1,3,3,Introduction to Managerial Accounting,C,,Y,14:00,15:20,MW,0,,"Layton, Rose, M.",ACC201,0,"An emphasis on how accounting information, combined with a variety of techniques and best practices, supports enhanced management decision making. Duplicates credit in BUAD 305."
14530,BUAD,BUAD-281,1,3,3,Introduction to Managerial Accounting,C,,Y,14:00,15:20,TH,0,,"Li, Shelley",JFF233,0,"An emphasis on how accounting information, combined with a variety of techniques and best practices, supports enhanced management decision making. Duplicates credit in BUAD 305."
14526,BUAD,BUAD-281,1,3,3,Introduction to Managerial Accounting,C,,Y,8:00,9:20,TH,0,,"Roman, Francisco, J.",JFF233,0,"An emphasis on how accounting information, combined with a variety of techniques and best practices, supports enhanced management decision making. Duplicates credit in BUAD 305."
14522,BUAD,BUAD-281,1,3,3,Introduction to Managerial Accounting,C,,Y,11:00,12:20,MW,0,,"Braunegg, George",ACC310,0,"An emphasis on how accounting information, combined with a variety of techniques and best practices, supports enhanced management decision making. Duplicates credit in BUAD 305."
14640,BUAD,BUAD-301,1,3,3,Technology Entrepreneurship,C,,Y,14:00,16:50,W,0,,,JFF414,0,"Starting and managing a technological business: developing a viable concept, market and financial planning, product development, organizing the venture, protecting intellectual property rights."
14643,BUAD,BUAD-301,1,3,3,Technology Entrepreneurship,C,,Y,18:00,20:50,M,0,,,JFF239,0,"Starting and managing a technological business: developing a viable concept, market and financial planning, product development, organizing the venture, protecting intellectual property rights."
14668,BUAD,BUAD-302,1,4,4,Communication Strategy in Business,C,,Y,18:00,19:50,MW,0,,"Geck, Stacy",ACC205,0,"Theory, practices, and techniques of business communication strategy essential to external and organizational communication; group and interpersonal communication; development of skill in oral and written communication."
14648,BUAD,BUAD-302,1,4,4,Communication Strategy in Business,C,,N,8:00,9:50,MW,0,,,ACC205,0,"Theory, practices, and techniques of business communication strategy essential to external and organizational communication; group and interpersonal communication; development of skill in oral and written communication."
